"scaffold","start","end","mid","sites","l_bel","l_xin","l_tap","S_bel","S_xin","S_tap","thetaPi_bel","thetaPi_xin","thetaPi_tap","thetaW_bel","thetaW_xin","thetaW_tap","TajD_bel","TajD_xin","TajD_tap","pi_bel","pi_xin","pi_tap","dxy_bel_xin","dxy_bel_tap","dxy_xin_tap","Fst_bel_xin","Fst_bel_tap","Fst_xin_tap","ABBA","BABA","D","fd","fdM","topo1","topo2","topo3","recombRate","cds_porp","GC"
"chr1",108900001,109000000,108951610,2089,2089,2089,2089,1575,1461,1243,546.5111,462.5934,383.7516,556.7401,459.4146,361.3842,-0.0922,0.0314,0.2649,0.2616,0.2214,0.1837,0.2397,0.228,0.2035,-0.004,0.0118,0.0025,40.6992,26.6063,0.2094,0.2812,0.2229,1600.09523809524,1812.66666666667,1627.2380952381,1.8909628788668E-09,"NA","NA"
"chr1",109000001,109100000,109047937,1879,1879,1879,1879,1406,1283,1149,481.2889,387.6923,343.0392,497.001,403.4422,334.0551,-0.1587,-0.177,0.1151,0.2561,0.2063,0.1826,0.2326,0.2224,0.1948,0.003,0.0069,0.0009,34.5079,34.627,-0.0017,-0.0029,-0.0019,1663,1661.42105263158,1715.57894736842,8.9507279884817E-10,"NA","NA"
"chr1",109100001,109200000,109149961,1832,1832,1832,1832,1304,1301,1116,451.2,399.022,334.0784,460.9454,409.1023,324.4608,-0.1061,-0.1117,0.1268,0.2463,0.2178,0.1824,0.2332,0.2184,0.1996,0.0025,0.0093,-0.0011,32.7579,24.8238,0.1378,0.1809,0.142,1724.88888888889,1750.77777777778,1564.33333333333,1.84557694988235E-09,"NA","NA"
"chr1",109200001,109300000,109249298,1645,1645,1645,1645,1220,1164,1020,426.4667,356.6154,311.098,431.2526,366.0223,296.5502,-0.0557,-0.1165,0.2099,0.2593,0.2168,0.1891,0.2351,0.2279,0.2028,-0.0063,0.0082,-0.0003,35.2837,32.6052,0.0395,0.0765,0.0479,1635,1835.58823529412,1569.41176470588,1.52248922396131E-09,"NA","NA"
"chr1",109300001,109400000,109352742,1649,1649,1649,1649,1155,1198,998,399.8667,355.989,309.634,408.2761,376.7137,290.154,-0.1034,-0.2494,0.2872,0.2425,0.2159,0.1878,0.2324,0.2207,0.203,0.0071,0.0125,0.0029,26.4464,24.1075,0.0463,0.0695,0.0477,1543.125,1775,1721.875,8.8856151850611E-10,"NA","NA"
"chr1",109400001,109500000,109449710,1676,1676,1676,1676,1255,1148,1065,448.8222,382.2967,324.1176,443.6246,360.9911,309.6333,0.0588,0.2676,0.2001,0.2678,0.2281,0.1934,0.2456,0.2379,0.2116,-0.0048,0.0155,0.0021,45.5865,27.1238,0.2539,0.3633,0.3106,1599.82352941176,1942.23529411765,1497.94117647059,1.60931932645203E-09,"NA","NA"
"chr1",109500001,109600000,109549133,1892,1892,1892,1892,1450,1309,1101,515.7556,407.9011,329.2353,512.5544,411.6179,320.0998,0.0314,-0.0409,0.1221,0.2726,0.2156,0.174,0.2453,0.2327,0.1952,0.0026,0.021,0.0011,43.0976,29.9421,0.1801,0.2235,0.1829,1580.78947368421,1730.10526315789,1729.10526315789,1.88516431440218E-09,"NA","NA"
"chr1",109600001,109700000,109648629,1692,1692,1692,1692,1221,1188,930,410.5778,342.9011,275.6928,431.6061,373.5692,270.384,-0.2445,-0.3722,0.084,0.2427,0.2027,0.1629,0.2276,0.2103,0.1841,0.0113,0.0184,0.0036,30.9825,24.2254,0.1224,0.1583,0.1216,1644.17647058824,1772.94117647059,1622.88235294118,1.94888034928409E-09,"NA","NA"
"chr1",109700001,109800000,109751998,1792,1792,1792,1792,1331,1312,1002,466.0444,402.3846,319.3137,470.4895,412.5613,291.317,-0.0474,-0.1119,0.4111,0.2601,0.2245,0.1782,0.2392,0.2224,0.1996,-0.0067,0.0075,-0.0045,32.5647,25.279,0.126,0.1778,0.1394,1558.16666666667,1741.22222222222,1740.61111111111,1.79815964583203E-09,"NA","NA"
"chr1",109800001,109900000,109851264,1740,1740,1740,1740,1257,1231,1086,437.1556,374.0659,342.5359,444.3316,387.0906,315.7387,-0.0811,-0.1526,0.3631,0.2512,0.215,0.1969,0.2345,0.2271,0.2053,0.0031,0.0067,-0.0015,29.246,26.9897,0.0401,0.0699,0.0457,1650.47058823529,1708.35294117647,1681.17647058824,1.91053731047007E-09,"NA","NA"
"chr1",109900001,110000000,109948265,1906,1906,1906,1906,1403,1382,1097,488.0667,429.0769,332.5817,495.9405,434.5729,318.9368,-0.0797,-0.0574,0.1831,0.2561,0.2251,0.1745,0.2386,0.2202,0.2009,-0.0042,0.0113,0.0028,44.4881,27.8484,0.23,0.2923,0.2437,1604.84210526316,1884.94736842105,1550.21052631579,2.10745427330687E-09,"NA","NA"
"chr1",110000001,110100000,110048985,1865,1865,1865,1865,1452,1377,1176,519.5778,443.2967,365.5098,513.2613,433.0007,341.9049,0.0618,0.1078,0.2954,0.2786,0.2377,0.196,0.2544,0.2416,0.2147,-0.0076,0.0091,-0.0052,43.5643,32.9992,0.138,0.2207,0.1761,1601.94736842105,1830.10526315789,1607.94736842105,2.06378555051204E-09,"NA","NA"
"chr1",110100001,110200000,110148200,1889,1889,1889,1889,1363,1392,1126,483.6667,453.2418,353.8431,481.8011,437.7174,327.3682,0.0194,0.1608,0.346,0.256,0.2399,0.1873,0.2457,0.2283,0.2141,-0.0048,0.0146,0.001,41.1861,25.2687,0.2395,0.3122,0.2615,1677.94736842105,1834.73684210526,1527.31578947368,2.03861540823914E-09,"NA","NA"
"chr1",110200001,110300000,110251176,1700,1700,1700,1700,1226,1223,975,436.1111,368.967,305.5948,433.3735,384.575,283.4671,0.0317,-0.184,0.3339,0.2565,0.217,0.1798,0.2381,0.223,0.1974,0.0028,0.011,-0.0025,32.2563,29.4198,0.046,0.0704,0.0506,1600.64705882353,1682.47058823529,1756.88235294118,1.98765846818329E-09,"NA","NA"
"chr1",110300001,110400000,110350939,1734,1734,1734,1734,1275,1169,992,431.0667,355.4176,302.5425,450.6943,367.5946,288.4096,-0.2186,-0.1502,0.2096,0.2486,0.205,0.1745,0.2262,0.2153,0.1899,-0.0014,0.0089,0.0004,32.2103,24.2944,0.1401,0.2048,0.158,1680.23529411765,1703.94117647059,1655.82352941176,2.07566130092276E-09,"NA","NA"
"chr1",110400001,110500000,110449887,1665,1665,1665,1665,1231,1185,962,428.6,365.4835,291.3464,435.141,372.6258,279.6875,-0.0754,-0.0869,0.1783,0.2574,0.2195,0.175,0.237,0.22,0.1945,-0.0032,0.0087,-0.0072,32.3635,25.5976,0.1167,0.172,0.1354,1576.64705882353,1799.76470588235,1663.58823529412,2.03920085547305E-09,"NA","NA"
"chr1",110500001,110600000,110551160,1649,1649,1649,1649,1219,1196,975,438.8,363.5165,305.8366,430.8991,376.0848,283.4671,0.092,-0.1515,0.3376,0.2661,0.2204,0.1855,0.2396,0.2256,0.201,-0.0078,-0.0003,-0.0051,28.5329,22.9313,0.1088,0.155,0.1203,1594.5625,1762.5,1682.9375,2.12271837468391E-09,"NA","NA"
"chr1",110600001,110700000,110650583,1973,1973,1973,1973,1460,1372,1247,539.6667,427.5934,410.8105,516.0892,431.4284,362.5472,0.2293,-0.0403,0.5697,0.2735,0.2167,0.2082,0.2466,0.2428,0.2131,0.0031,0.004,0.0015,37.7433,42.9258,-0.0642,-0.1248,-0.0767,1571.15,1647.1,1821.75,1.9691170805874E-09,"NA","NA"
"chr1",110700001,110800000,110750370,1661,1661,1661,1661,1181,1152,1028,406.3111,342.5714,311.9281,417.4667,362.2489,298.8761,-0.1341,-0.2463,0.1868,0.2446,0.2062,0.1878,0.2248,0.2203,0.1981,-0.0016,0.0093,0.0029,26.171,26.8131,-0.0121,-0.0234,-0.0132,1651.17647058824,1670.17647058824,1718.64705882353,2.1339508507608E-09,"NA","NA"
"chr1",110800001,110900000,110850118,1710,1710,1710,1710,1263,1170,983,428.1333,360.8352,308.0327,446.4525,367.9091,285.793,-0.2059,-0.0872,0.3329,0.2504,0.211,0.1801,0.2321,0.2217,0.1961,0.0032,0.0147,0.0014,32.0421,27.3635,0.0788,0.1249,0.0839,1661.41176470588,1756.17647058824,1622.41176470588,1.93306467917614E-09,"NA","NA"
"chr1",110900001,111000000,110950399,1780,1780,1780,1780,1324,1290,1043,466.5556,389.2637,302.4314,468.0151,405.6433,303.2371,-0.0157,-0.1831,-0.0114,0.2621,0.2187,0.1699,0.2377,0.2227,0.1937,-0.0059,0.0156,-0.0017,37.6246,26.6294,0.1711,0.2316,0.1896,1607.17647058824,1860.17647058824,1572.64705882353,1.65516165561405E-09,"NA","NA"
"chr1",111000001,111100000,111050437,1874,1874,1874,1874,1402,1293,1087,482.0889,392.8242,309.1765,495.587,406.5867,316.0295,-0.1367,-0.1535,-0.0928,0.2573,0.2096,0.165,0.2336,0.2165,0.189,0.0004,0.0127,0.0046,41.2071,28.0056,0.1907,0.2541,0.2051,1648.10526315789,1940.63157894737,1451.26315789474,1.9596674815914E-09,"NA","NA"
"chr1",111100001,111200000,111151149,1956,1956,1956,1956,1422,1397,1083,489.6667,418.7692,304.9804,502.6568,439.2897,314.8665,-0.1297,-0.2118,-0.1343,0.2503,0.2141,0.1559,0.2333,0.2125,0.1873,0.0024,0.0229,0.0064,40.0802,21.6405,0.2988,0.3025,0.2699,1558.2,1878.75,1603.05,2.041397534269E-09,"NA","NA"
"chr1",111200001,111300000,111250071,2024,2024,2024,2024,1539,1494,1173,553.3778,461.4725,352.9935,544.0146,469.7916,341.0327,0.0864,-0.0803,0.1501,0.2734,0.228,0.1744,0.2483,0.2335,0.2045,-0.0049,0.0214,0.0084,47.4897,30.8341,0.2126,0.2708,0.2203,1470.25,1913.45,1656.3,1.96351477779526E-09,"NA","NA"
"chr1",111300001,111400000,111350997,1874,1874,1874,1874,1368,1336,1106,470.8667,399.1099,336.3268,483.5685,420.1081,321.5535,-0.1318,-0.2267,0.1966,0.2513,0.213,0.1795,0.2313,0.2188,0.1953,-0.0018,0.0078,-0.0023,34.4905,25.7095,0.1459,0.2017,0.1559,1674.42105263158,1795.89473684211,1569.68421052632,1.56983084376973E-09,"NA","NA"
"chr1",111400001,111500000,111450986,2035,2035,2035,2035,1501,1530,1291,543.5556,479.7363,410.6601,530.5821,481.1118,375.3395,0.1227,-0.013,0.4028,0.2671,0.2357,0.2018,0.2492,0.2349,0.2186,-0.0045,0.001,-0.0003,44.6194,36.1425,0.105,0.1758,0.1339,1626.15,1737.8,1676.05,1.67971564304443E-09,"NA","NA"
"chr1",111500001,111600000,111549730,2337,2337,2337,2337,1763,1724,1477,640.2,561.989,494.0392,623.1954,542.1156,429.4163,0.137,0.1663,0.6442,0.2739,0.2405,0.2114,0.2532,0.2439,0.2253,-0.0081,0.0024,-0.0014,44.8111,33.1532,0.1495,0.2337,0.174,1640.4347826087,1869.60869565217,1529.95652173913,2.06518132814623E-09,"NA","NA"
"chr1",111600001,111700000,111649354,2014,2014,2014,2014,1443,1456,1193,521.7111,457.5055,369.9346,510.08,457.8424,346.8474,0.1145,-0.0033,0.2848,0.259,0.2272,0.1837,0.243,0.2275,0.2064,-0.0003,0.0136,0.0025,44.773,29.4944,0.2057,0.2745,0.2176,1609.85714285714,1927.2380952381,1502.90476190476,2.07124449540143E-09,"NA","NA"
"chr1",111700001,111800000,111749582,2095,2095,2095,2095,1512,1506,1284,533.9778,464.7253,405.5425,534.4705,473.565,373.3044,-0.0046,-0.0847,0.3696,0.2549,0.2218,0.1936,0.2375,0.228,0.207,-0.0019,0.0082,-0.0019,42.7345,36.7591,0.0752,0.1416,0.0957,1660.19047619048,1683.57142857143,1696.2380952381,2.02970219105893E-09,"NA","NA"
"chr1",111800001,111900000,111850715,1805,1805,1805,1805,1288,1325,1150,451.2889,413.5604,340.8889,455.2897,416.6491,334.3458,-0.0441,-0.0336,0.0837,0.25,0.2291,0.1889,0.2353,0.224,0.21,-0.0092,0.0103,0.0025,33.15,26.5262,0.111,0.1898,0.1231,1637.22222222222,1780.77777777778,1622,1.6753076826495E-09,"NA","NA"
"chr1",111900001,112000000,111950326,1710,1710,1710,1710,1269,1176,1037,452.7111,377.1868,312.8431,448.5734,369.7958,301.4927,0.0463,0.0906,0.1611,0.2647,0.2206,0.1829,0.2391,0.2307,0.2036,-0.0076,0.0152,0.0046,34.5603,21.5349,0.2322,0.2964,0.2423,1628.76470588235,1969.64705882353,1441.58823529412,1.82109622680079E-09,"NA","NA"
"chr1",112000001,112100000,112051140,1801,1801,1801,1801,1293,1296,1112,466.4667,418.5275,335.3922,457.0571,407.53,323.2979,0.1033,0.1224,0.1601,0.259,0.2324,0.1862,0.2419,0.2273,0.2104,-0.008,0.0103,0.0028,44.3222,27.5706,0.233,0.3508,0.2833,1610.33333333333,1930.72222222222,1498.94444444444,1.60757053648559E-09,"NA","NA"
"chr1",112100001,112200000,112149371,1701,1701,1701,1701,1204,1217,1038,422.6222,376.9011,330.2614,425.5969,382.6883,301.7834,-0.0351,-0.0686,0.4037,0.2485,0.2216,0.1942,0.2344,0.2266,0.2055,-0.0013,0.0116,-0.0059,33.6956,28.1409,0.0898,0.1613,0.1126,1683.29411764706,1725.70588235294,1631,6.6409866251323E-10,"NA","NA"
"chr1",112200001,112300000,112250759,1764,1764,1764,1764,1269,1267,1138,446.9333,393.3626,345,448.5734,398.4109,330.857,-0.0184,-0.0575,0.1829,0.2534,0.223,0.1956,0.2359,0.2243,0.2057,-0.005,-0.0005,-0.0089,33.1591,27.6393,0.0908,0.1558,0.1199,1659.82352941176,1743.11764705882,1637.05882352941,1.98693466982142E-09,"NA","NA"
"chr1",112300001,112400000,112351481,1254,1254,1254,1254,877,856,707,294.8889,250.4176,199.2353,310.007,269.1711,205.55,-0.2446,-0.3157,-0.1313,0.2352,0.1997,0.1589,0.2138,0.2022,0.1795,-0.0086,0.0132,0.0005,21.2123,15.9147,0.1427,0.2039,0.1461,1562.23076923077,1868.84615384615,1608.92307692308,2.00971262262718E-09,"NA","NA"
"chr1",112400001,112500000,112451860,1907,1907,1907,1907,1396,1413,1152,510.5556,437.3736,358.5621,493.4661,444.3209,334.9273,0.1738,-0.0709,0.302,0.2677,0.2294,0.188,0.2458,0.2296,0.2061,-0.0057,0.0037,-0.0064,35.0917,26.6996,0.1358,0.1974,0.1573,1660.73684210526,1765.47368421053,1613.78947368421,9.8849550886315E-10,"NA","NA"
"chr1",112500001,112600000,112550393,1946,1946,1946,1946,1439,1388,1247,514.5333,437.1099,390.2418,508.666,436.4596,362.5472,0.0579,0.0068,0.3269,0.2644,0.2246,0.2005,0.2421,0.2357,0.2118,-0.005,0.0069,-0.0018,42.5333,38.8508,0.0452,0.0871,0.0572,1542.84210526316,1733.15789473684,1764,2.0147200489469E-09,"NA","NA"
"chr1",112600001,112700000,112648327,1789,1789,1789,1789,1293,1249,1084,448.4222,385.2308,326.5098,457.0571,392.7508,315.1573,-0.0948,-0.0868,0.1541,0.2507,0.2153,0.1825,0.2307,0.22,0.1985,-0.0051,0.0078,-0.0012,32.7647,22.9623,0.1759,0.2439,0.191,1626.44444444444,1848.16666666667,1565.38888888889,2.01389327996265E-09,"NA","NA"
"chr1",112700001,112800000,112750431,1693,1693,1693,1693,1266,1263,1124,460.2444,406.8571,350.7974,447.513,397.1531,326.7867,0.1428,0.1108,0.3144,0.2719,0.2403,0.2072,0.2548,0.2435,0.2221,-0.0027,0.0082,-0.0039,33.3139,25.3671,0.1354,0.2001,0.1514,1655.76470588235,1791.94117647059,1592.29411764706,1.76352980776791E-09,"NA","NA"
"chr1",112800001,112900000,112849499,2059,2059,2059,2059,1576,1464,1267,562.1556,483.2967,422.1961,557.0936,460.358,368.3619,0.0456,0.226,0.6255,0.273,0.2347,0.205,0.2528,0.242,0.2185,-0.0023,0.0061,-0.0032,37.206,33.0361,0.0594,0.1004,0.0699,1644.61904761905,1714.09523809524,1681.28571428571,1.88039512238303E-09,"NA","NA"
"chr1",112900001,113000000,112950709,1975,1975,1975,1975,1497,1432,1302,543.3333,473.2088,432.098,529.1682,450.2955,378.5376,0.1344,0.2308,0.6056,0.2751,0.2396,0.2188,0.255,0.2482,0.2275,-0.0046,0.0025,-0.0038,39.9044,36.0869,0.0502,0.0929,0.0635,1613.7,1769.1,1657.2,1.30959625223948E-09,"NA","NA"
"chr1",113000001,113100000,113050132,1903,1903,1903,1903,1390,1331,1203,493.9333,411.1099,369.5752,491.3452,418.5359,349.7548,0.0264,-0.0805,0.2425,0.2596,0.216,0.1942,0.2369,0.2317,0.205,-0.0019,0.0105,-0.0002,33.9095,29.6635,0.0668,0.1063,0.0739,1569.73684210526,1823.26315789474,1647,4.6702131917706E-10,"NA","NA"
"chr1",113100001,113200000,113149324,1966,1966,1966,1966,1421,1320,1161,467.5778,381.8901,314.8889,502.3033,415.0769,337.5439,-0.347,-0.3626,-0.2872,0.2378,0.1942,0.1602,0.2139,0.2034,0.1768,-0.0051,0.0111,-0.0013,37.6143,26.5254,0.1729,0.225,0.182,1615.68421052632,1795.42105263158,1628.89473684211,1.90720127926081E-09,"NA","NA"
"chr1",113200001,113300000,113249562,2121,2121,2121,2121,1627,1620,1402,598.2889,531.6154,478.9869,575.1213,509.4125,407.6112,0.2022,0.1977,0.7496,0.2821,0.2506,0.2258,0.2645,0.2594,0.237,-0.0035,0.0104,-0.0027,51.019,41.5246,0.1026,0.1793,0.1288,1589.71428571429,1821.19047619048,1629.09523809524,1.62891215758708E-09,"NA","NA"
"chr1",113300001,113400000,113351732,2112,2112,2112,2112,1481,1530,1300,513.0667,479.4945,419.5556,523.5124,481.1118,377.9561,-0.1002,-0.0152,0.4711,0.2429,0.227,0.1987,0.2371,0.2259,0.2125,0.0047,0.0111,-0.0008,33.1718,29.229,0.0632,0.0937,0.0625,1721.09090909091,1731.77272727273,1587.13636363636,1.96702003463027E-09,"NA","NA"
"chr1",113400001,113500000,113448893,2202,2202,2202,2202,1689,1625,1419,620.7556,537.2637,474.4575,597.0375,510.9848,412.5537,0.1994,0.2333,0.6423,0.2819,0.244,0.2155,0.2611,0.2513,0.2289,-0.0037,0.0052,-0.0018,46.4552,43.625,0.0314,0.0596,0.04,1661,1683.59090909091,1695.40909090909,2.00499424836251E-09,"NA","NA"
"chr1",113500001,113600000,113549640,2242,2242,2242,2242,1690,1588,1497,624.4222,534.9231,479.4771,597.3909,499.3501,435.231,0.2272,0.3231,0.4352,0.2785,0.2386,0.2139,0.2577,0.25,0.2245,-0.0017,0.0077,-0.004,51.6746,44.9627,0.0695,0.1203,0.089,1523.18181818182,1821.45454545455,1695.36363636364,1.96591097260265E-09,"NA","NA"
"chr1",113600001,113700000,113650420,1969,1969,1969,1969,1477,1397,1210,534.0667,444.4066,378.5621,522.0985,439.2897,351.7899,0.1151,0.0528,0.3257,0.2712,0.2257,0.1923,0.2451,0.2328,0.2075,-0.0071,0.0022,-0.0036,40.5369,33.025,0.1021,0.1612,0.1221,1602.35,1727.1,1710.55,1.97864027771057E-09,"NA","NA"
"chr1",113700001,113800000,113751088,1942,1942,1942,1942,1457,1352,1163,512.8889,424.978,363.4771,515.0288,425.1394,338.1254,-0.0209,-0.0017,0.3208,0.2641,0.2188,0.1872,0.2379,0.2271,0.2009,-0.0076,0.0032,-0.0053,32.5575,25.979,0.1124,0.1771,0.1306,1649.68421052632,1760.89473684211,1629.42105263158,2.01874374701114E-09,"NA","NA"
"chr1",113800001,113900000,113847299,1827,1827,1827,1827,1356,1284,1106,486.2,410.2088,353.9085,479.3267,403.7566,321.5535,0.072,0.0725,0.4305,0.2661,0.2245,0.1937,0.2413,0.2302,0.2066,-0.0085,0.0007,-0.0061,31.9813,27.1798,0.0812,0.1367,0.0996,1652.38888888889,1747.5,1640.11111111111,1.96028338610016E-09,"NA","NA"
"chr1",113900001,114000000,113950075,1731,1731,1731,1731,1250,1194,1079,437.0667,369.6044,337.9673,441.8572,375.4559,313.7036,-0.0544,-0.0707,0.3309,0.2525,0.2135,0.1952,0.23,0.2253,0.2063,-0.0067,0.0031,0.0047,35.8226,28.7591,0.1094,0.183,0.1283,1616.11111111111,1855.88888888889,1568,2.01437634068629E-09,"NA","NA"
"chr1",114000001,114100000,114050099,1793,1793,1793,1793,1279,1263,1107,456.1778,414.5495,356.6275,452.1083,397.1531,321.8442,0.0452,0.1986,0.4624,0.2544,0.2312,0.1989,0.2402,0.2281,0.2124,-0.0055,0.0031,-0.0065,34.5222,29.1667,0.0841,0.1466,0.1097,1708.61111111111,1651.05555555556,1680.33333333333,2.07900192158439E-09,"NA","NA"
"chr1",114100001,114200000,114150008,1785,1785,1785,1785,1319,1247,1082,466.1556,405.5604,349.8039,466.2477,392.1219,314.5758,-0.001,0.1554,0.4791,0.2612,0.2272,0.196,0.2418,0.2317,0.2087,-0.0051,0.0067,-0.0069,32.9841,27.5984,0.0889,0.1505,0.1073,1648.27777777778,1690.72222222222,1701,1.93283103432794E-09,"NA","NA"
"chr1",114200001,114300000,114251250,1664,1664,1664,1664,1173,1102,946,395.9333,325.967,268.5752,414.6388,346.5263,275.0358,-0.2264,-0.269,-0.1005,0.2379,0.1959,0.1614,0.2206,0.2052,0.1789,0.0087,0.0138,0.0007,26.2968,22.1294,0.0861,0.1049,0.0824,1673.125,1729.5,1637.375,1.98514645228686E-09,"NA","NA"
"chr1",114300001,114400000,114351979,2041,2041,2041,2041,1516,1431,1274,536.7111,469.1429,401.3922,535.8844,449.9811,370.397,0.0077,0.1931,0.3581,0.263,0.2299,0.1967,0.2474,0.2353,0.2116,0.002,0.0118,-0.0041,46.3405,36.1238,0.1239,0.199,0.1507,1607.71428571429,1765.33333333333,1666.95238095238,1.95283111677786E-09,"NA","NA"
"chr1",114400001,114500000,114449765,2000,2000,2000,2000,1500,1451,1257,537.7333,476.967,412.2157,530.2286,456.2701,365.4545,0.0711,0.2057,0.5476,0.2689,0.2385,0.2061,0.2553,0.2408,0.2216,0.0032,0.0069,-0.0015,39.1714,32.4016,0.0946,0.1609,0.1125,1786.45,1670.65,1582.9,1.95673740830588E-09,"NA","NA"
"chr1",114500001,114600000,114549924,1972,1972,1972,1972,1519,1438,1259,547,463.6484,416.0196,536.9449,452.1822,366.036,0.094,0.115,0.5844,0.2774,0.2351,0.211,0.253,0.2459,0.2189,-0.0065,0.0035,-0.0096,33.6274,31.2774,0.0362,0.065,0.0444,1654.21052631579,1734.42105263158,1651.36842105263,1.94449375070386E-09,"NA","NA"
"chr1",114600001,114700000,114647214,2060,2060,2060,2060,1622,1531,1349,600.8,495.2418,464.9935,573.3539,481.4263,392.2022,0.2403,0.1302,0.7944,0.2917,0.2404,0.2257,0.2635,0.2588,0.2307,-0.005,0.0002,-0.0052,37.6929,37.4341,0.0034,0.0066,0.0043,1564.90476190476,1722.47619047619,1752.61904761905,1.95356526226872E-09,"NA","NA"
"chr1",114700001,114800000,114750247,2052,2052,2052,2052,1523,1541,1317,561.1333,497.6374,416.8431,538.3588,484.5708,382.8986,0.2124,0.1223,0.3794,0.2735,0.2425,0.2031,0.2569,0.2451,0.2206,-0.0021,0.0139,-0.0052,39.9139,31.2655,0.1215,0.1687,0.1295,1583.65,1794.3,1662.05,2.07596579022671E-09,"NA","NA"
"chr1",114800001,114900000,114849124,1982,1982,1982,1982,1445,1454,1235,521.6222,460.0659,400.5425,510.7869,457.2135,359.0583,0.1065,0.0283,0.4945,0.2632,0.2321,0.2021,0.2458,0.2367,0.2183,-0.0039,0.0085,0.0028,37.7671,33.7298,0.0565,0.1008,0.0662,1487.85,1770.7,1781.45,2.00539186182738E-09,"NA","NA"
"chr1",114900001,115000000,114951058,2010,2010,2010,2010,1477,1489,1244,534.6444,463.7473,409.2418,522.0985,468.2193,361.675,0.1206,-0.0433,0.5629,0.266,0.2307,0.2036,0.2504,0.2399,0.2152,0.0041,0.0106,-0.0047,36.5099,31.9313,0.0669,0.0983,0.0722,1693.7,1724.75,1621.55,2.01011157120547E-09,"NA","NA"
"chr1",115000001,115100000,115048232,1991,1991,1991,1991,1538,1471,1287,560.6222,483.6154,424.8235,543.6611,462.5592,374.1766,0.1566,0.2065,0.5793,0.2816,0.2429,0.2134,0.2587,0.2516,0.2269,-0.0071,0.0082,-0.0029,41.6214,35.5127,0.0792,0.1364,0.0906,1642.05,1696.15,1701.8,2.00949207857941E-09,"NA","NA"
"chr1",115100001,115200000,115148677,2014,2014,2014,2014,1495,1435,1322,530,459.1648,415.2484,528.4612,451.2389,384.3523,0.0146,0.0797,0.3441,0.2632,0.228,0.2062,0.2428,0.2349,0.217,-0.0059,0.0004,-0.0003,33.8238,29.9183,0.0613,0.1075,0.0696,1658,1708.95,1673.05,1.99644276347405E-09,"NA","NA"
"chr1",115200001,115300000,115252135,1908,1908,1908,1908,1381,1368,1205,487,419,371.3137,488.1638,430.1706,350.3363,-0.012,-0.1178,0.2562,0.2552,0.2196,0.1946,0.2347,0.2302,0.2075,-0.0058,0.0115,0.001,34.7052,30.229,0.0689,0.1142,0.0751,1598.57894736842,1709.10526315789,1732.31578947368,2.00810022284088E-09,"NA","NA"
"chr1",115300001,115400000,115349068,2033,2033,2033,2033,1508,1505,1336,538.9556,491.3077,439.6863,533.0565,473.2505,388.4226,0.0556,0.1731,0.5649,0.2651,0.2417,0.2163,0.2495,0.2408,0.2252,-0.008,0.0002,-0.0085,38.2262,34.3349,0.0536,0.1062,0.0731,1684.42857142857,1743.7619047619,1611.80952380952,2.0454355013579E-09,"NA","NA"
"chr1",115400001,115500000,115449684,1985,1985,1985,1985,1510,1540,1313,554.8444,512.1538,444.3399,533.7635,484.2564,381.7357,0.1983,0.2613,0.7019,0.2795,0.258,0.2238,0.2651,0.2531,0.2402,-0.007,0.0027,-0.0016,43.6516,37.5897,0.0746,0.1453,0.0968,1676.9,1719.65,1643.45,2.0388699142345E-09,"NA","NA"
"chr1",115500001,115600000,115552086,2114,2114,2114,2114,1603,1552,1381,586.8444,510.9011,449.4967,566.6377,488.0298,401.5057,0.179,0.2126,0.5116,0.2776,0.2417,0.2126,0.258,0.2478,0.2246,-0.0033,0.0054,-0.0059,41.5817,35.9897,0.0721,0.1171,0.0849,1717.19047619048,1707.57142857143,1615.2380952381,2.05601327119231E-09,"NA","NA"
"chr1",115600001,115700000,115650296,1997,1997,1997,1997,1509,1448,1296,544.2889,478.3626,418.6275,533.41,455.3268,376.7932,0.1024,0.2294,0.4752,0.2726,0.2395,0.2096,0.2556,0.247,0.2245,-0.0009,0.012,-0.0003,44.6472,33.5988,0.1412,0.2137,0.1618,1611.9,1846,1582.1,1.46601592903962E-09,"NA","NA"
"chr1",115700001,115800000,115749881,1904,1904,1904,1904,1382,1435,1266,508.8444,468.8791,417.2614,488.5173,451.2389,368.0711,0.2089,0.1773,0.572,0.2673,0.2463,0.2191,0.2548,0.2458,0.2293,-0.004,0.0052,-0.0075,39.1567,35.0956,0.0547,0.099,0.0684,1720.36842105263,1669.94736842105,1649.68421052632,1.9815548303026E-09,"NA","NA"
"chr1",115800001,115900000,115850045,1874,1874,1874,1874,1440,1403,1238,530.7778,464.6264,419.1699,509.0195,441.1764,359.9305,0.2146,0.2411,0.7044,0.2832,0.2479,0.2237,0.2588,0.2533,0.2351,-0.0133,-0.0003,-0.0016,38.7373,31.9111,0.0966,0.1848,0.1273,1581.94736842105,1828.26315789474,1629.78947368421,2.01400417782096E-09,"NA","NA"
"chr1",115900001,116000000,115949783,1808,1808,1808,1808,1332,1321,1199,474.1556,427.989,381.8039,470.843,415.3913,348.5919,0.0353,0.1375,0.4077,0.2623,0.2367,0.2112,0.2489,0.2412,0.2239,-0.0012,0.0093,-0.0002,35.4706,29.0317,0.0998,0.1553,0.1084,1723.38888888889,1757.77777777778,1558.83333333333,1.99185898533086E-09,"NA","NA"
